uuid,snomed_id,root_snomed_id,root_snomed_name,name,triage_level,relevance_male,relevance_female,relation1_type,child1_name,grouping1_selection_type,relation2_type,child2_name,grouping2_selection_type,relation3_type,child3_name,grouping3_selection_type
47876f90-a65c-11eb-8d02-1e003a340630,162145001,162145001,Vulval pain,Vulval pain,opd_managed,,,,,,,,,,,
4787ab2c-a65c-11eb-8d02-1e003a340630,9748009,9748009,Dyskinesia,Dyskinesia,worrisome,,,,,,,,,,,
4787d30e-a65c-11eb-8d02-1e003a340630,161129001,161129001,Learning difficulties,Learning difficulties,opd_managed,,,,,,,,,,,
4787fad2-a65c-11eb-8d02-1e003a340630,103262002,103262002,Staring,Staring,worrisome,,,,,,,,,,,
47880e78-a65c-11eb-8d02-1e003a340630,18963009,18963009,Mood swings,Mood swings,opd_managed,,,,,,,,,,,
47882228-a65c-11eb-8d02-1e003a340630,38343000,38343000,Vaginal pain,Vaginal pain,worrisome,,,,,,,,,,,
478849a6-a65c-11eb-8d02-1e003a340630,299704007,299704007,Lump on face,Lump on face,opd_managed,,,,,,,,,,,
47885d42-a65c-11eb-8d02-1e003a340630,271691008,271691008,Breasts asymmetrical,Breasts asymmetrical,worrisome,,,,,,,,,,,
47888560-a65c-11eb-8d02-1e003a340630,271834000,271834000,Burping,Burping,opd_managed,,,,,,,,,,,
4788991a-a65c-11eb-8d02-1e003a340630,373600006,373600006,Multiple bruising,Multiple bruising,emergency,,,,,,,,,,,
4788acde-a65c-11eb-8d02-1e003a340630,69215007,69215007,Intolerant of heat,Intolerant of heat,opd_managed,,,,,,,,,,,
4788c07a-a65c-11eb-8d02-1e003a340630,58972000,58972000,Dribbling of urine,Dribbling of urine,worrisome,,,,,,,,,,,
4788d40c-a65c-11eb-8d02-1e003a340630,202606004,202606004,Clicking hip,Clicking hip,worrisome,,,,,,,,,,,
47892312-a65c-11eb-8d02-1e003a340630,428786006,428786006,Localized superficial swelling of skin,Localized superficial swelling of skin,opd_managed,,,,,,,,,,,
47893780-a65c-11eb-8d02-1e003a340630,37031009,37031009,Motion sickness,Motion sickness,opd_managed,,,,,,,,,,,
47894b30-a65c-11eb-8d02-1e003a340630,44548000,44548000,Hyperactive behavior,Hyperactive behavior,opd_managed,,,,,,,,,,,
47895f1c-a65c-11eb-8d02-1e003a340630,61372001,61372001,Aggressive behavior,Aggressive behavior,worrisome,,,,,,,,,,,
478972cc-a65c-11eb-8d02-1e003a340630,65958008,65958008,Hiccoughs,Hiccoughs,opd_managed,,,,,,,,,,,
47898668-a65c-11eb-8d02-1e003a340630,58849003,58849003,Aspiration of food,Aspiration of food,emergency,,,,,,,,,,,
4789addc-a65c-11eb-8d02-1e003a340630,309557009,309557009,Numbness of face,Numbness of face,worrisome,,,,,,,,,,,
4789c178-a65c-11eb-8d02-1e003a340630,161882006,161882006,Stiff neck,Stiff neck,worrisome,,,,,,,,,,,
4789d532-a65c-11eb-8d02-1e003a340630,2073000,2073000,Delusions,Delusions,worrisome,,,,,,,,,,,
478a2492-a65c-11eb-8d02-1e003a340630,44001008,44001008,Premature ejaculation,Premature ejaculation,opd_managed,,,,,,,,,,,
478a382e-a65c-11eb-8d02-1e003a340630,52613005,52613005,Excessive sweating,Excessive sweating,opd_managed,,,,,,,,,,,
478a7348-a65c-11eb-8d02-1e003a340630,72405004,72405004,Increased appetite,Increased appetite,opd_managed,,,,,,,,,,,
478a8702-a65c-11eb-8d02-1e003a340630,271700006,271700006,Chorea,Chorea,worrisome,,,,,,,,,,,
478aae6c-a65c-11eb-8d02-1e003a340630,271771009,271771009,Joint swelling,Joint swelling,worrisome,,,,,,,,,,,
478ad5fe-a65c-11eb-8d02-1e003a340630,298012000,298012000,Wound pain,Wound pain,opd_managed,,,,,,,,,,,
478ae990-a65c-11eb-8d02-1e003a340630,427746000,427746000,Mass of shoulder region,Mass of shoulder region,opd_managed,,,,,,,,,,,
478afd68-a65c-11eb-8d02-1e003a340630,609380008,609380008,Bowing deformity of lower limb,Bowing deformity of lower limb,opd_managed,,,,,,,,,,,
478b10f0-a65c-11eb-8d02-1e003a340630,53057004,53057004,Hand pain (finding),Hand pain (finding),opd_managed,,,,,,,,,,,
478b2482-a65c-11eb-8d02-1e003a340630,444899003,444899003,Pain in forearm,Pain in forearm,opd_managed,,,,,,,,,,,
478b3832-a65c-11eb-8d02-1e003a340630,771083005,771083005,Pain in upper arm,Pain in upper arm,opd_managed,,,,,,,,,,,
478b4be2-a65c-11eb-8d02-1e003a340630,247355005,247355005,Flank pain,Flank pain,worrisome,,,,,,,,,,,
478b5f74-a65c-11eb-8d02-1e003a340630,,247355005,Flank pain,Flank pain <since> less than 1 day,worrisome,,,duration_since,less than 1 day,s,,,,,,
478b7342-a65c-11eb-8d02-1e003a340630,,247355005,Flank pain,Flank pain <since> 1 day to 7 days,opd_managed,,,duration_since,1 day to 7 days,s,,,,,,
478b86e8-a65c-11eb-8d02-1e003a340630,,247355005,Flank pain,Flank pain <since> 1 week to 4 weeks,opd_managed,,,duration_since,1 week to 4 weeks,s,,,,,,
478b9a7a-a65c-11eb-8d02-1e003a340630,,247355005,Flank pain,Flank pain <since> more than a month,opd_managed,,,duration_since,more than a month,s,,,,,,
478bae5c-a65c-11eb-8d02-1e003a340630,,247355005,Flank pain,Flank pain <pain> crampy pain,opd_managed,,,pain_type,crampy pain,m,,,,,,
478bc234-a65c-11eb-8d02-1e003a340630,,247355005,Flank pain,Flank pain <pain> sharp or stabbing pain,opd_managed,,,pain_type,sharp or stabbing pain,m,,,,,,
478bd648-a65c-11eb-8d02-1e003a340630,,247355005,Flank pain,Flank pain <pain> dull aching pain,opd_managed,,,pain_type,dull aching pain,m,,,,,,
478bea0c-a65c-11eb-8d02-1e003a340630,,247355005,Flank pain,Flank pain <severity> mild,opd_managed,,,severity,mild,s,,,,,,
478bfe16-a65c-11eb-8d02-1e003a340630,,247355005,Flank pain,Flank pain <severity> moderate,opd_managed,,,severity,moderate,s,,,,,,
478c11e4-a65c-11eb-8d02-1e003a340630,,247355005,Flank pain,Flank pain <severity> severe,emergency,,,severity,severe,s,,,,,,
478c259e-a65c-11eb-8d02-1e003a340630,,247355005,Flank pain,Flank pain <onset> sudden onset,worrisome,,,onset,sudden onset,s,,,,,,
478c3930-a65c-11eb-8d02-1e003a340630,,247355005,Flank pain,Flank pain <onset> gradual onset,opd_managed,,,onset,gradual onset,s,,,,,,
478c4d44-a65c-11eb-8d02-1e003a340630,,247355005,Flank pain,Flank pain <laterality> left side,opd_managed,,,laterality,left side,s,,,,,,
478c6108-a65c-11eb-8d02-1e003a340630,,247355005,Flank pain,Flank pain <laterality> right side,opd_managed,,,laterality,right side,s,,,,,,
478c74a4-a65c-11eb-8d02-1e003a340630,,247355005,Flank pain,Flank pain <laterality> both sides,opd_managed,,,laterality,both sides,s,,,,,,
478c885e-a65c-11eb-8d02-1e003a340630,,247355005,Flank pain,Flank pain <pattern> Occured more than once in the last 3 months,opd_managed,,,temporal_pattern,Occured more than once in the last 3 months,s,,,,,,
478c9c2c-a65c-11eb-8d02-1e003a340630,,247355005,Flank pain,Flank pain <pattern> paroxysms,opd_managed,,,temporal_pattern,paroxysms,s,,,,,,
478cb040-a65c-11eb-8d02-1e003a340630,,247355005,Flank pain,Flank pain <pattern> single episode,opd_managed,,,temporal_pattern,single episode,s,,,,,,
478cc3f0-a65c-11eb-8d02-1e003a340630,,247355005,Flank pain,Flank pain <agg by> exertion or exercise,opd_managed,,,aggravated,exertion or exercise,m,,,,,,
478cd80e-a65c-11eb-8d02-1e003a340630,,247355005,Flank pain,Flank pain <agg by> lifting weight,opd_managed,,,aggravated,lifting weight,m,,,,,,
478ceba0-a65c-11eb-8d02-1e003a340630,,247355005,Flank pain,Flank pain <char> skin changes (redness or rashes),opd_managed,,,characteristic,skin changes (redness or rashes),m,,,,,,
478cff50-a65c-11eb-8d02-1e003a340630,,247355005,Flank pain,Flank pain <radiate> to the back of the thigh,opd_managed,,,radiating,to the back of the thigh,m,,,,,,
478d1314-a65c-11eb-8d02-1e003a340630,,247355005,Flank pain,Flank pain <radiate> to the groin,opd_managed,,,radiating,to the groin,m,,,,,,
478d26a6-a65c-11eb-8d02-1e003a340630,,247355005,Flank pain,Flank pain <radiate> to the groin <radiate> to the tip of the penis,opd_managed,,,radiating,to the groin,m,radiating,to the tip of the penis,,,,
478d3a56-a65c-11eb-8d02-1e003a340630,,247355005,Flank pain,Flank pain <radiate> to the entire leg,opd_managed,,,radiating,to the entire leg,m,,,,,,
478d4e06-a65c-11eb-8d02-1e003a340630,,247355005,Flank pain,Flank pain <radiate> to the entire leg <laterality> one side,opd_managed,,,radiating,to the entire leg,m,laterality,one side,,,,
478d61a2-a65c-11eb-8d02-1e003a340630,,247355005,Flank pain,Flank pain <radiate> to the entire leg <laterality> both sides,opd_managed,,,radiating,to the entire leg,m,laterality,both sides,,,,
478d7552-a65c-11eb-8d02-1e003a340630,237557003,237557003,Mass of thyroid gland,Mass of thyroid gland,worrisome,,,,,,,,,,,
478d8952-a65c-11eb-8d02-1e003a340630,,237557003,Mass of thyroid gland,Mass of thyroid gland <since> less than 1 week,worrisome,,,duration_since,less than 1 week,s,,,,,,
478d9d70-a65c-11eb-8d02-1e003a340630,,237557003,Mass of thyroid gland,Mass of thyroid gland <since> 1 week to 4 weeks,worrisome,,,duration_since,1 week to 4 weeks,s,,,,,,
478db134-a65c-11eb-8d02-1e003a340630,,237557003,Mass of thyroid gland,Mass of thyroid gland <since> more than a month,opd_managed,,,duration_since,more than a month,s,,,,,,
478dc4e4-a65c-11eb-8d02-1e003a340630,,237557003,Mass of thyroid gland,Mass of thyroid gland <char> mass moves moves on swallowing,opd_managed,,,characteristic,mass moves moves on swallowing,m,,,,,,
478dd8c6-a65c-11eb-8d02-1e003a340630,,237557003,Mass of thyroid gland,Mass of thyroid gland <char> mass moves on protrusion of tongue,opd_managed,,,characteristic,mass moves on protrusion of tongue,m,,,,,,
478dec6c-a65c-11eb-8d02-1e003a340630,,237557003,Mass of thyroid gland,Mass of thyroid gland <char> tenderness,opd_managed,,,characteristic,tenderness,m,,,,,,
478e0058-a65c-11eb-8d02-1e003a340630,,237557003,Mass of thyroid gland,Mass of thyroid gland <char> Raised temperature of the affected site,opd_managed,,,characteristic,Raised temperature of the affected site,m,,,,,,
478e141c-a65c-11eb-8d02-1e003a340630,,237557003,Mass of thyroid gland,Mass of thyroid gland <char> solitary nodule,worrisome,,,characteristic,solitary nodule,m,,,,,,
478e27d6-a65c-11eb-8d02-1e003a340630,,237557003,Mass of thyroid gland,Mass of thyroid gland <char> multi nodular,worrisome,,,characteristic,multi nodular,m,,,,,,
478e3b9a-a65c-11eb-8d02-1e003a340630,,237557003,Mass of thyroid gland,Mass of thyroid gland <onset> sudden onset,worrisome,,,onset,sudden onset,s,,,,,,
478e4f7c-a65c-11eb-8d02-1e003a340630,,237557003,Mass of thyroid gland,Mass of thyroid gland <onset> gradual onset,opd_managed,,,onset,gradual onset,s,,,,,,
478e632c-a65c-11eb-8d02-1e003a340630,267103008,267103008,Feeling of lump in throat,Feeling of lump in throat,opd_managed,,,,,,,,,,,
478e770e-a65c-11eb-8d02-1e003a340630,,267103008,Feeling of lump in throat,Feeling of lump in throat <since> less than 1 week,opd_managed,,,duration_since,less than 1 week,s,,,,,,
478e8aa0-a65c-11eb-8d02-1e003a340630,,267103008,Feeling of lump in throat,Feeling of lump in throat <since> 1 week to 4 weeks,opd_managed,,,duration_since,1 week to 4 weeks,s,,,,,,
478e9e78-a65c-11eb-8d02-1e003a340630,,267103008,Feeling of lump in throat,Feeling of lump in throat <since> more than a month,opd_managed,,,duration_since,more than a month,s,,,,,,
478ed9ec-a65c-11eb-8d02-1e003a340630,70407001,70407001,Stridor,Stridor,opd_managed,,,,,,,,,,,
478eeda6-a65c-11eb-8d02-1e003a340630,,70407001,Stridor,Stridor <since> less than 1 day,opd_managed,,,duration_since,less than 1 day,s,,,,,,
478f0160-a65c-11eb-8d02-1e003a340630,,70407001,Stridor,Stridor <since> 1 day to 7 days,opd_managed,,,duration_since,1 day to 7 days,s,,,,,,
478f14f2-a65c-11eb-8d02-1e003a340630,,70407001,Stridor,Stridor <since> 1 week to 4 weeks,opd_managed,,,duration_since,1 week to 4 weeks,s,,,,,,
478f28b6-a65c-11eb-8d02-1e003a340630,,70407001,Stridor,Stridor <since> more than a month,worrisome,,,duration_since,more than a month,s,,,,,,
478f6466-a65c-11eb-8d02-1e003a340630,,70407001,Stridor,Stridor <char> inspiratory,opd_managed,,,characteristic,inspiratory,m,,,,,,
478f77f8-a65c-11eb-8d02-1e003a340630,,70407001,Stridor,Stridor <char> expiratory,opd_managed,,,characteristic,expiratory,m,,,,,,
478f8b9e-a65c-11eb-8d02-1e003a340630,699376002,699376002,lip swelling,lip swelling,opd_managed,,,,,,,,,,,
478f9f58-a65c-11eb-8d02-1e003a340630,301913002,301913002,Lesion of eyelid,Lesion of eyelid,opd_managed,,,,,,,,,,,
478fb31c-a65c-11eb-8d02-1e003a340630,,301913002,Lesion of eyelid,Lesion of eyelid <since> less than 1 day,opd_managed,,,duration_since,less than 1 day,s,,,,,,
478fc6b8-a65c-11eb-8d02-1e003a340630,,301913002,Lesion of eyelid,Lesion of eyelid <since> 1 day to 7 days,opd_managed,,,duration_since,1 day to 7 days,s,,,,,,
478fda7c-a65c-11eb-8d02-1e003a340630,,301913002,Lesion of eyelid,Lesion of eyelid <since> 1 week to 4 weeks,opd_managed,,,duration_since,1 week to 4 weeks,s,,,,,,
478fee18-a65c-11eb-8d02-1e003a340630,,301913002,Lesion of eyelid,Lesion of eyelid <since> more than a month,opd_managed,,,duration_since,more than a month,s,,,,,,
479001aa-a65c-11eb-8d02-1e003a340630,,301913002,Lesion of eyelid,Lesion of eyelid <laterality> left,opd_managed,,,laterality,left,s,,,,,,
47901582-a65c-11eb-8d02-1e003a340630,,301913002,Lesion of eyelid,Lesion of eyelid <laterality> right,opd_managed,,,laterality,right,s,,,,,,
4790290a-a65c-11eb-8d02-1e003a340630,,301913002,Lesion of eyelid,Lesion of eyelid <char> painful,opd_managed,,,characteristic,painful,m,,,,,,
47903cba-a65c-11eb-8d02-1e003a340630,,301913002,Lesion of eyelid,Lesion of eyelid <char> painless,opd_managed,,,characteristic,painless,m,,,,,,
4790507e-a65c-11eb-8d02-1e003a340630,246813002,246813002,Ptosis of eye,Ptosis of eye,opd_managed,,,,,,,,,,,
47906410-a65c-11eb-8d02-1e003a340630,,246813002,Ptosis of eye,Ptosis of eye <since> less than 1 day,opd_managed,,,duration_since,less than 1 day,s,,,,,,
479077b6-a65c-11eb-8d02-1e003a340630,,246813002,Ptosis of eye,Ptosis of eye <since> 1 day to 7 days,opd_managed,,,duration_since,1 day to 7 days,s,,,,,,
47908b70-a65c-11eb-8d02-1e003a340630,,246813002,Ptosis of eye,Ptosis of eye <since> 1 week to 4 weeks,opd_managed,,,duration_since,1 week to 4 weeks,s,,,,,,
47909f02-a65c-11eb-8d02-1e003a340630,,246813002,Ptosis of eye,Ptosis of eye <since> more than a month,opd_managed,,,duration_since,more than a month,s,,,,,,
4790b604-a65c-11eb-8d02-1e003a340630,,246813002,Ptosis of eye,Ptosis of eye <laterality> left,opd_managed,,,laterality,left,s,,,,,,
4790cb80-a65c-11eb-8d02-1e003a340630,,246813002,Ptosis of eye,Ptosis of eye <laterality> right,opd_managed,,,laterality,right,s,,,,,,
4790df6c-a65c-11eb-8d02-1e003a340630,77674003,77674003,Hemianopia,Hemianopia,emergency,,,,,,,,,,,
4790f376-a65c-11eb-8d02-1e003a340630,,77674003,Hemianopia,Hemianopia <since> less than 1 day,emergency,,,duration_since,less than 1 day,s,,,,,,
4791076c-a65c-11eb-8d02-1e003a340630,,77674003,Hemianopia,Hemianopia <since> 1 day to 7 days,emergency,,,duration_since,1 day to 7 days,s,,,,,,
47911c0c-a65c-11eb-8d02-1e003a340630,,77674003,Hemianopia,Hemianopia <since> 1 week to 4 weeks,worrisome,,,duration_since,1 week to 4 weeks,s,,,,,,
47913002-a65c-11eb-8d02-1e003a340630,,77674003,Hemianopia,Hemianopia <since> more than a month,worrisome,,,duration_since,more than a month,s,,,,,,
479143e4-a65c-11eb-8d02-1e003a340630,,77674003,Hemianopia,Hemianopia <onset> sudden onset,emergency,,,onset,sudden onset,s,,,,,,
479157da-a65c-11eb-8d02-1e003a340630,,77674003,Hemianopia,Hemianopia <onset> gradual onset,emergency,,,onset,gradual onset,s,,,,,,
47916ba8-a65c-11eb-8d02-1e003a340630,,77674003,Hemianopia,Hemianopia <laterality> right,emergency,,,laterality,right,s,,,,,,
47917f76-a65c-11eb-8d02-1e003a340630,,77674003,Hemianopia,Hemianopia <laterality> left,emergency,,,laterality,left,s,,,,,,
47919344-a65c-11eb-8d02-1e003a340630,,77674003,Hemianopia,Hemianopia <laterality> both,emergency,,,laterality,both,s,,,,,,
4791a6fe-a65c-11eb-8d02-1e003a340630,249918006,249918006,Shoulder stiff,Shoulder stiff,opd_managed,,,,,,,,,,,
4791bb26-a65c-11eb-8d02-1e003a340630,,249918006,Shoulder stiff,Shoulder stiff <since> less than 1 day,worrisome,,,duration_since,less than 1 day,s,,,,,,
4791cef4-a65c-11eb-8d02-1e003a340630,,249918006,Shoulder stiff,Shoulder stiff <since> 1 day to 7 days,opd_managed,,,duration_since,1 day to 7 days,s,,,,,,
4791e2b8-a65c-11eb-8d02-1e003a340630,,249918006,Shoulder stiff,Shoulder stiff <since> 1 week to 4 weeks,opd_managed,,,duration_since,1 week to 4 weeks,s,,,,,,
4791f690-a65c-11eb-8d02-1e003a340630,,249918006,Shoulder stiff,Shoulder stiff <since> more than 1 month,opd_managed,,,duration_since,more than 1 month,s,,,,,,
47920a40-a65c-11eb-8d02-1e003a340630,,249918006,Shoulder stiff,Shoulder stiff <char> pain during movement,opd_managed,,,characteristic,pain during movement,m,,,,,,
47921e04-a65c-11eb-8d02-1e003a340630,,249918006,Shoulder stiff,Shoulder stiff <char> swelling present,opd_managed,,,characteristic,swelling present,m,,,,,,
479231dc-a65c-11eb-8d02-1e003a340630,,249918006,Shoulder stiff,Shoulder stiff <char> pain moving arm above head,opd_managed,,,characteristic,pain moving arm above head,m,,,,,,
47924596-a65c-11eb-8d02-1e003a340630,,249918006,Shoulder stiff,Shoulder stiff <char> decreased range of motion,opd_managed,,,characteristic,decreased range of motion,m,,,,,,
4792595a-a65c-11eb-8d02-1e003a340630,,249918006,Shoulder stiff,Shoulder stiff <agg by> in the morning,opd_managed,,,aggravated,in the morning,m,,,,,,
47926d1e-a65c-11eb-8d02-1e003a340630,,249918006,Shoulder stiff,Shoulder stiff <agg by> at night,opd_managed,,,aggravated,at night,m,,,,,,
47928150-a65c-11eb-8d02-1e003a340630,,249918006,Shoulder stiff,Shoulder stiff <agg by> during activity,opd_managed,,,aggravated,during activity,m,,,,,,
479294ec-a65c-11eb-8d02-1e003a340630,,249918006,Shoulder stiff,Shoulder stiff <onset> sudden onset,worrisome,,,onset,sudden onset,s,,,,,,
4792a8f6-a65c-11eb-8d02-1e003a340630,,249918006,Shoulder stiff,Shoulder stiff <onset> gradual onset,opd_managed,,,onset,gradual onset,s,,,,,,
4792bcba-a65c-11eb-8d02-1e003a340630,,249918006,Shoulder stiff,Shoulder stiff <laterality> left,opd_managed,,,laterality,left,s,,,,,,
4792d088-a65c-11eb-8d02-1e003a340630,,249918006,Shoulder stiff,Shoulder stiff <laterality> right,opd_managed,,,laterality,right,s,,,,,,
4792e474-a65c-11eb-8d02-1e003a340630,127189005,127189005,Axillary lymphadenopathy,Axillary lymphadenopathy,opd_managed,,,,,,,,,,,
4792f824-a65c-11eb-8d02-1e003a340630,,127189005,Axillary lymphadenopathy,Axillary lymphadenopathy <onset> sudden onset,worrisome,,,onset,sudden onset,s,,,,,,
47930bd4-a65c-11eb-8d02-1e003a340630,,127189005,Axillary lymphadenopathy,Axillary lymphadenopathy <onset> gradual onset,worrisome,,,onset,gradual onset,s,,,,,,
47931fc0-a65c-11eb-8d02-1e003a340630,,127189005,Axillary lymphadenopathy,Axillary lymphadenopathy <laterality> left,opd_managed,,,laterality,left,s,,,,,,
4793337a-a65c-11eb-8d02-1e003a340630,,127189005,Axillary lymphadenopathy,Axillary lymphadenopathy <laterality> right,worrisome,,,laterality,right,s,,,,,,
47934716-a65c-11eb-8d02-1e003a340630,,127189005,Axillary lymphadenopathy,Axillary lymphadenopathy <char> tenderness,opd_managed,,,characteristic,tenderness,m,,,,,,
47935ad0-a65c-11eb-8d02-1e003a340630,,127189005,Axillary lymphadenopathy,Axillary lymphadenopathy <char> soft,opd_managed,,,characteristic,soft,m,,,,,,
47936e9e-a65c-11eb-8d02-1e003a340630,,127189005,Axillary lymphadenopathy,Axillary lymphadenopathy <char> hard and indurated,worrisome,,,characteristic,hard and indurated,m,,,,,,
47938262-a65c-11eb-8d02-1e003a340630,,127189005,Axillary lymphadenopathy,Axillary lymphadenopathy <since> less than 1 week,opd_managed,,,duration_since,less than 1 week,s,,,,,,
47939630-a65c-11eb-8d02-1e003a340630,,127189005,Axillary lymphadenopathy,Axillary lymphadenopathy <since> 1 week to 4 weeks,opd_managed,,,duration_since,1 week to 4 weeks,s,,,,,,
4793a9cc-a65c-11eb-8d02-1e003a340630,,127189005,Axillary lymphadenopathy,Axillary lymphadenopathy <since> more than 1 month,worrisome,,,duration_since,more than 1 month,s,,,,,,
4793bd72-a65c-11eb-8d02-1e003a340630,299042006,299042006,Weakness of hand,Weakness of hand,emergency,,,,,,,,,,,
4793d168-a65c-11eb-8d02-1e003a340630,,299042006,Weakness of hand,Weakness of hand <since> less than 1 week,emergency,,,duration_since,less than 1 week,s,,,,,,
4793e518-a65c-11eb-8d02-1e003a340630,,299042006,Weakness of hand,Weakness of hand <since> 1 week to 4 weeks,worrisome,,,duration_since,1 week to 4 weeks,s,,,,,,
4793f8d2-a65c-11eb-8d02-1e003a340630,,299042006,Weakness of hand,Weakness of hand <since> more than 1 month,worrisome,,,duration_since,more than 1 month,s,,,,,,
47940ca0-a65c-11eb-8d02-1e003a340630,,299042006,Weakness of hand,Weakness of hand <onset> sudden onset,worrisome,,,onset,sudden onset,s,,,,,,
47942046-a65c-11eb-8d02-1e003a340630,,299042006,Weakness of hand,Weakness of hand <onset> gradual onset,worrisome,,,onset,gradual onset,s,,,,,,
47943432-a65c-11eb-8d02-1e003a340630,,299042006,Weakness of hand,Weakness of hand <laterality> left,worrisome,,,laterality,left,s,,,,,,
4794480a-a65c-11eb-8d02-1e003a340630,,299042006,Weakness of hand,Weakness of hand <laterality> right,worrisome,,,laterality,right,s,,,,,,
